ime,cena,kolicina,procent_alkohola,cena_na_enoto
 Tomatin 40 Year Old,"£1,500",70cl,43%,"£2,142.86 per litre"
 Glen Grant 1962,"£1,500",70cl,40%,"£2,142.86 per litre"
 Strathisla 1960,"£1,500",70cl,43%,"£2,142.86 per litre"
 SMWS 24.7 (Macallan),"£1,500",75cl,60.4%,"£2,000 per litre"
 Longmorn 1973,"£1,500",75cl,45%,"£2,000 per litre"
 Glen Grant 27 Year Old,"£1,500",75cl,40%,"£2,000 per litre"
 Ladyburn 1973,"£1,500",70cl,50.4%,"£2,142.86 per litre"
 Glenallachie 43 Year Old,"£1,500",70cl,50.4%,"£2,142.86 per litre"
 Glen Grant 1963,"£1,500",75.7cl,43%,"£1,981.51 per litre"
 SMWS 27.14 (Springbank),"£1,500",75cl,56.9%,"£2,000 per litre"
 Benriach 1966 Set With Glass & Miniature,"£1,500",75cl,47.2%,"£2,000 per litre"
 Ardbeg 1978,"£1,500",70cl,64.7%,"£2,142.86 per litre"
 Glenlivet 1956,"£1,500",75cl,40%,"£2,000 per litre"
 Lochside 1966,"£1,500",70cl,51.8%,"£2,142.86 per litre"
 Ardbeg 10 Year Old,"£1,500",75cl,40%,"£2,000 per litre"
 Strathisla 1963,"£1,500",70cl,40%,"£2,142.86 per litre"
 Port Ellen 1982,"£1,500",75cl,50%,"£2,000 per litre"
 Port Ellen 1978,"£1,500",70cl,61.8%,"£2,142.86 per litre"
 Tomintoul 1967,"£1,500",70cl,45.2%,"£2,142.86 per litre"
 SMWS L13.11 (Dalmore),"£1,500",70cl,59.2%,"£2,142.86 per litre"
 Glenrothes 1968,"£1,500",70cl,50.5%,"£2,142.86 per litre"
 Auchentoshan 1965,"£1,500",70cl,48.9%,"£2,142.86 per litre"
 Port Ellen 1978,"£1,500",75cl,50%,"£2,000 per litre"
 Port Ellen 1982,"£1,500",75cl,50%,"£2,000 per litre"
 Macallan 10 Year Old,"£1,500",100cl,58.6%,
 Macallan 10 Year Old,"£1,500",100cl,58.4%,
 Glenlivet 1972,"£1,500",70cl,54.37%,"£2,142.86 per litre"
 Longmorn 1973,"£1,500",70cl,56.2%,"£2,142.86 per litre"
 Auchentoshan 1965,"£1,500",75cl,53.3%,"£2,000 per litre"
 Jura 1976,"£1,500",70cl,54.4%,"£2,142.86 per litre"
 Glenlivet 1972,"£1,500",70cl,53.86%,"£2,142.86 per litre"
 SMWS 15.3 (Glenfiddich),"£1,500",75cl,44.9%,"£2,000 per litre"
 Laphroaig 10 Year Old,"£1,500",70cl,57.3%,"£2,142.86 per litre"
 Laphroaig 15 Year Old,"£1,500",75cl,43%,"£2,000 per litre"
 Longmorn 1964,"£1,500",70cl,47.7%,"£2,142.86 per litre"
 Laphroaig 15 Year Old,"£1,500",75cl,43%,"£2,000 per litre"
 Clynelish 1972,"£1,500",70cl,46%,"£2,142.86 per litre"
 Old Pulteney 1964,"£1,500",70cl,50%,"£2,142.86 per litre"
 Balvenie 1974,"£1,500",70cl,46.9%,"£2,142.86 per litre"
 Talisker 1979,"£1,500",70cl,46%,"£2,142.86 per litre"
 Glen Grant 1970,"£1,500",70cl,55.4%,"£2,142.86 per litre"
 Glen Grant 1970,"£1,500",75cl,50.1%,"£2,000 per litre"
 Balvenie 1974,"£1,500",70cl,46.9%,"£2,142.86 per litre"
 Glenturret 30 Year Old,"£1,500",70cl,45.7%,"£2,142.86 per litre"
Benromach Heritage 1973,"£1,550",70cl,50.1%,"£2,214.29 per litre"
 Macallan 25 Year Old,"£1,550",70cl,43%,"£2,214.29 per litre"
 Glen Grant 1958,"£1,600",70cl,40%,"£2,285.71 per litre"
 St Magdalene 1964,"£1,600",75cl,40%,"£2,133.33 per litre"
 Brora 30 Year Old,"£1,600",70cl,54.3%,"£2,285.71 per litre"
 St Magdalene 1964,"£1,600",75cl,40%,"£2,133.33 per litre"
 Brora 1982,"£1,600",70cl,51.9%,"£2,285.71 per litre"
 St Magdalene 1964,"£1,600",75cl,40%,"£2,133.33 per litre"
 Glenmorangie 1987,"£1,600",75cl,46%,"£2,133.33 per litre"
 Caol Ila 40 Year Old,"£1,600",70cl,44.9%,"£2,285.71 per litre"
 Glen Grant 1957,"£1,650",70cl,40%,"£2,357.14 per litre"
 Macallan 25 Year Old,"£1,650",70cl,43%,"£2,357.14 per litre"
Bunnahabhain 1963,"£1,750",70cl,43%,"£2,500 per litre"
 Glen Garioch 1968,"£1,750",70cl,55.9%,"£2,500 per litre"
 Glen Grant 1956,"£1,750",70cl,40%,"£2,500 per litre"
 Glenmorangie 1975,"£1,750",70cl,46%,"£2,500 per litre"
 Glenmorangie 1975,"£1,750",70cl,43%,"£2,500 per litre"
 Glen Scotia 1969,"£1,750",70cl,50%,"£2,500 per litre"
 Highland Park 30 Year Old,"£1,750",70cl,48.1%,"£2,500 per litre"
 Isle of Jura 1973,"£1,750",70cl,55%,"£2,500 per litre"
Longmorn Centenary 25 Year Old,"£1,750",70cl,45%,"£2,500 per litre"
 Linlithgow 1973,"£1,750",70cl,59.6%,"£2,500 per litre"
 Port Ellen 1979,"£1,750",70cl,50%,"£2,500 per litre"
 Port Ellen 1978,"£1,750",70cl,60.9%,"£2,500 per litre"
 Benriach 1968,"£1,750",70cl,48.6%,"£2,500 per litre"
 Glenmorangie 1987,"£1,750",70cl,46%,"£2,500 per litre"
 Mortlach 1971,"£1,750",70cl,50.1%,"£2,500 per litre"
 Longmorn 1969,"£1,750",70cl,57.7%,"£2,500 per litre"
 Brora 1972,"£1,750",70cl,40%,"£2,500 per litre"
 Glenury Royal 1970,"£1,750",70cl,59.4%,"£2,500 per litre"
 Talisker 1977,"£1,750",70cl,54.6%,"£2,500 per litre"
 Longmorn 1969,"£1,750",70cl,43%,"£2,500 per litre"
 Brora 1972,"£1,750",70cl,40%,"£2,500 per litre"
 Glenfarclas 150th Anniversary,"£1,750",75cl,43%,"£2,333.33 per litre"
 Port Ellen 1980,"£1,750",70cl,46%,"£2,500 per litre"
 Glenfarclas-Glenlivet 12 Year Old,"£1,750",75cl,43%,"£2,333.33 per litre"
 Glenglassaugh 1975,"£1,750",70cl,50.5%,"£2,500 per litre"
 Miltonduff 13 Year Old,"£1,750",75cl,40%,"£2,333.33 per litre"
 Strathisla 1960,"£1,750",75cl,40%,"£2,333.33 per litre"
 SMWS 23.2 (Bruichladdich),"£1,750",75cl,57%,"£2,333.33 per litre"
 Glen Grant 1956,"£1,750",70cl,40%,"£2,500 per litre"
Bunnahabhain 1963,"£1,750",70cl,43%,"£2,500 per litre"
 Glen Garioch 1968,"£1,750",70cl,55.9%,"£2,500 per litre"
 Springbank 25 Year Old,"£1,800",70cl,46%,"£2,571.43 per litre"
 Glenlivet 34 Year Old,"£1,800",75cl,40%,"£2,400 per litre"
 Glenlochy 1980,"£1,800",70cl,51.1%,"£2,571.43 per litre"
 North Port Brechin 1976,"£1,825",70cl,50.4%,"£2,607.14 per litre"
 Brora 30 Year Old,"£1,850",70cl,55.7%,"£2,642.86 per litre"
 Clynelish 17 Year Old,"£1,850",70cl,61.8%,"£2,642.86 per litre"
 Brora 35 Year Old,"£1,850",70cl,48.1%,"£2,642.86 per litre"
 Brora 1977,"£1,850",70cl,49.9%,"£2,642.86 per litre"
 Brora 35 Year Old,"£1,850",70cl,48.6%,"£2,642.86 per litre"
 Cragganmore 1966,"£1,850",75cl,52.2%,"£2,466.67 per litre"
 Glendronach 33 Year Old,"£1,900",70cl,40%,"£2,714.29 per litre"
 Port Ellen 1978,"£1,900",70cl,59.35%,"£2,714.29 per litre"
 Port Ellen 1979,"£1,900",70cl,57.3%,"£2,714.29 per litre"
 Port Ellen 1978,"£1,900",70cl,56.2%,"£2,714.29 per litre"
 Glen Grant 1955,"£1,950",70cl,40%,"£2,785.71 per litre"
 Glen Grant 1955,"£1,950",70cl,40%,"£2,785.71 per litre"
Bowmore Horse Trials 1996,"£1,999",70cl,40%,"£2,855.71 per litre"
 Ardbeg 25 Year Old,"£2,000",70cl,46%,"£2,857.14 per litre"
 Brora 30 Year Old,"£2,000",70cl,56.3%,"£2,857.14 per litre"
 Glen Flagler 1973,"£2,000",70cl,46%,"£2,857.14 per litre"
 Glenlivet 34 Year Old,"£2,000",75cl,40%,"£2,666.67 per litre"
 Glen Mhor 6 Year Old,"£2,000",75cl,43%,"£2,666.67 per litre"
 Glen Mhor 10 Year Old,"£2,000",75cl,43%,"£2,666.67 per litre"
Macallan 1874 Replica,"£2,000",70cl,45%,"£2,857.14 per litre"
Macallan Special Reserve,"£2,000",70cl,46%,"£2,857.14 per litre"
 Oban Bicentenary,"£2,000",70cl,64%,"£2,857.14 per litre"
 Port Ellen 1978,"£2,000",70cl,59.35%,"£2,857.14 per litre"
 Port Ellen 1979,"£2,000",70cl,57.3%,"£2,857.14 per litre"
 Port Ellen 1979,"£2,000",70cl,57.4%,"£2,857.14 per litre"
 Port Ellen 1979,"£2,000",70cl,46%,"£2,857.14 per litre"
 Springbank 1969,"£2,000",70cl,57.3%,"£2,857.14 per litre"
 Springbank 25 Year Old,"£2,000",70cl,46%,"£2,857.14 per litre"
 Talisker 1952,"£2,000",70cl,40%,"£2,857.14 per litre"
 Port Ellen 1978,"£2,000",70cl,54.8%,"£2,857.14 per litre"
 Port Ellen 1978,"£2,000",70cl,54.2%,"£2,857.14 per litre"
 St Magdalene 1970,"£2,000",70cl,58.1%,"£2,857.14 per litre"
 Brora 30 Year Old,"£2,000",70cl,55.7%,"£2,857.14 per litre"
 Port Ellen 1979,"£2,000",70cl,53.8%,"£2,857.14 per litre"
 Laphroaig 10 Year Old,"£2,000",75cl,43%,"£2,666.67 per litre"
 Port Ellen 1978,"£2,000",70cl,55.3%,"£2,857.14 per litre"
 Aberlour 1966,"£2,000",70cl,43%,"£2,857.14 per litre"
Glenfarclas 150th Anniversary & 4 Glasses Set,"£2,000",75cl,43%,"£2,666.67 per litre"
 Port Ellen 1979,"£2,000",70cl,57.7%,"£2,857.14 per litre"
 Glen Grant 42 Year Old,"£2,000",75.7cl,40%,"£2,642.01 per litre"
 Glenrothes 1954,"£2,000",75cl,40%,"£2,666.67 per litre"
 Linkwood 1958,"£2,000",75cl,43%,"£2,666.67 per litre"
 Longmorn 1955,"£2,000",75cl,40%,"£2,666.67 per litre"
 Glen Grant 38 Year Old,"£2,000",75cl,40%,"£2,666.67 per litre"
 Brora 32 Year Old,"£2,000",70cl,54.7%,"£2,857.14 per litre"
 Port Ellen 1979,"£2,000",70cl,53.9%,"£2,857.14 per litre"
 Longmorn 1968,"£2,000",70cl,49.8%,"£2,857.14 per litre"
 Longmorn 1957,"£2,000",75cl,40%,"£2,666.67 per litre"
 Highland Park 1966,"£2,000",70cl,43.4%,"£2,857.14 per litre"
 Bowmore 1980,"£2,000",70cl,46.7%,"£2,857.14 per litre"
 Longmorn 1969,"£2,000",70cl,56.3%,"£2,857.14 per litre"
 Glenrothes 1966,"£2,000",70cl,51.3%,"£2,857.14 per litre"
 Convalmore 1977,"£2,000",70cl,58%,"£2,857.14 per litre"
 Talisker 1953,"£2,000",75cl,40%,"£2,666.67 per litre"
 Highland Park 30 Year Old,"£2,000",70cl,48.1%,"£2,857.14 per litre"
 Brora 37 Year Old,"£2,000",70cl,50.4%,"£2,857.14 per litre"
 Aberlour 1969,"£2,000",75cl,43%,"£2,666.67 per litre"
 Springbank 20 Year Old,"£2,000",75cl,50%,"£2,666.67 per litre"
 Longmorn 1960,"£2,000",75cl,40%,"£2,666.67 per litre"
 Glen Grant 45 Year Old,"£2,000",75cl,40%,"£2,666.67 per litre"
 Port Ellen 1983,"£2,000",70cl,52%,"£2,857.14 per litre"
 Springbank 10 Year Old,"£2,000",75cl,46%,"£2,666.67 per litre"
 Glen Mhor 6 Year Old,"£2,000",75cl,40%,"£2,666.67 per litre"
 Ladyburn 1973,"£2,000",70cl,41.9%,"£2,857.14 per litre"
 Port Ellen 1978,"£2,000",70cl,54.8%,"£2,857.14 per litre"
 Glenlivet 1955,"£2,000",70cl,43%,"£2,857.14 per litre"
 Glenrothes 1954,"£2,000",75cl,40%,"£2,666.67 per litre"
 Glenlivet 1969,"£2,000",70cl,52.51%,"£2,857.14 per litre"
 Highland Park 1966,"£2,000",75cl,40.1%,"£2,666.67 per litre"
 Highland Park 1966,"£2,000",70cl,41.5%,"£2,857.14 per litre"
 Highland Park 1965,"£2,000",70cl,40%,"£2,857.14 per litre"
 Glen Grant 30 Year Old,"£2,000",75cl,40%,"£2,666.67 per litre"
 Mortlach 1962,"£2,000",75cl,46%,"£2,666.67 per litre"
 Laphroaig 10 Year Old,"£2,000",100cl,43%,
 Glen Grant 20 Year Old,"£2,000",75cl,45%,"£2,666.67 per litre"
 Tullibardine 1964,"£2,000",70cl,44.2%,"£2,857.14 per litre"
 Glendronach 1955,"£2,000",75cl,40%,"£2,666.67 per litre"
 Springbank 1977 GO-DD,"£2,000",70cl,46.9%,"£2,857.14 per litre"
 Macallan 1989,"£2,000",75cl,43%,"£2,666.67 per litre"
 Cragganmore 1966,"£2,000",75cl,52.2%,"£2,666.67 per litre"
 Bruichladdich 1984,"£2,000",70cl,46%,"£2,857.14 per litre"
 Lochside 1967,"£2,000",70cl,40.8%,"£2,857.15 per litre"
 Glen Grant 1958,"£2,000",75cl,43%,"£2,666.67 per litre"
 Port Ellen 1982,"£2,200",70cl,58.3%,"£3,142.86 per litre"
 Brora 30 Year Old,"£2,250",70cl,56.6%,"£3,214.29 per litre"
 Brora 1975,"£2,250",70cl,54.9%,"£3,214.29 per litre"
 Glenmorangie 1963,"£2,250",75cl,43%,"£3,000 per litre"
 Littlemill 25 Year Old,"£1,750",75cl,50.4%,"£2,333.33 per litre"
Craigellachie 31 Year Old,"£2,250",70cl,52.2%,"£3,214.29 per litre"
 Glenfiddich 1976,"£2,250",70cl,47.9%,"£3,214.29 per litre"
 Port Ellen 25 Year Old,"£2,250",70cl,56%,"£3,214.29 per litre"
 Springbank 1979,"£2,250",70cl,47.8%,"£3,214.29 per litre"
 Laphroaig 15 Year Old,"£2,250",75cl,43%,"£3,000 per litre"
 Strathisla 1957,"£2,300",70cl,43%,"£3,285.71 per litre"
 Strathisla 1957,"£2,300",70cl,43%,"£3,285.71 per litre"
 Linkwood 1954,"£2,350",70cl,40%,"£3,357.14 per litre"
 Glen Grant 1954,"£2,350",70cl,40%,"£3,357.14 per litre"
 Macallan 10 Year Old,"£2,350",75cl,57%,"£3,133.33 per litre"
 Linkwood 1954,"£2,350",70cl,40%,"£3,357.14 per litre"
 Glen Grant 1954,"£2,350",70cl,40%,"£3,357.14 per litre"
 Glen Grant 1954,"£2,350",70cl,40%,"£3,357.14 per litre"
 Glenglassaugh 1972,"£2,400",70cl,42.4%,"£3,428.57 per litre"
 Port Ellen 1983,"£2,400",70cl,53.9%,"£3,428.57 per litre"
 Glenfarclas 1969,"£2,500",70cl,41.7%,"£3,571.42 per litre"
 Dalmore 1985,"£2,500",70cl,51.5%,"£3,571.42 per litre"
 Highland Park 1968,"£2,500",70cl,49.2%,"£3,571.42 per litre"
 Bunnahabhain 1965,"£2,500",70cl,53.9%,"£3,571.43 per litre"
 Bunnahabhain 1966,"£2,500",70cl,46.1%,"£3,571.43 per litre"
 Clynelish 1972,"£2,500",70cl,61.3%,"£3,571.43 per litre"
 Dalmore 1973,"£2,500",70cl,42%,"£3,571.43 per litre"
 Glenfiddich 1973,"£2,500",70cl,49.8%,"£3,571.43 per litre"
 Glenlivet 1967,"£2,500",70cl,46%,"£3,571.43 per litre"
 Glenmorangie 1976,"£2,500",75cl,60.8%,"£3,333.33 per litre"
 Glenmorangie 30 Year Old,"£2,500",70cl,44.3%,"£3,571.43 per litre"
 Glen Moray 1962,"£2,500",70cl,50.9%,"£3,571.43 per litre"
Laphroaig 30 Year Old,"£2,500",75cl,43%,"£3,333.33 per litre"
Laphroaig 30 Year Old,"£2,500",75cl,43%,"£3,333.33 per litre"
 Springbank 25 Year Old,"£2,500",70cl,46%,"£3,571.43 per litre"
 Talisker 1958,"£2,500",75cl,40%,"£3,333.33 per litre"
 Mortlach 1968,"£2,500",70cl,45%,"£3,571.43 per litre"
 Ardbeg 1975,"£2,500",70cl,46.1%,"£3,571.43 per litre"
 Ardbeg 1975,"£2,500",70cl,58.3%,"£3,571.43 per litre"
 Springbank 25 Year Old,"£2,500",75cl,46%,"£3,333.33 per litre"
 Springbank 25 Year Old,"£2,500",70cl,46%,"£3,571.43 per litre"
 Glenmorangie 1976,"£2,500",75cl,59.2%,"£3,333.33 per litre"
 Glenmorangie 1976,"£2,500",75cl,60.4%,"£3,333.33 per litre"
 Talisker 1955,"£2,500",70cl,40%,"£3,571.43 per litre"
 Port Ellen 1978,"£2,500",70cl,54.6%,"£3,571.43 per litre"
 Ardbeg 1973,"£2,500",75cl,46%,"£3,333.33 per litre"
 Macallan 10 Year Old,"£2,500",75cl,57%,"£3,333.33 per litre"
 Avonside (Glenlivet) 1938,"£2,500",75cl,43%,"£3,333.33 per litre"
Laphroaig 30 Year Old,"£2,500",70cl,43%,"£3,571.43 per litre"
 Isle of Jura 1966,"£2,500",70cl,42.7%,"£3,571.43 per litre"
 Ardbeg 1972,"£2,500",75cl,43%,"£3,333.33 per litre"
 Old Elgin 1940,"£2,500",75cl,43%,"£3,333.33 per litre"
 Longrow 1973,"£2,500",75cl,46%,"£3,333.33 per litre"
 Rosebank,"£2,500",75cl,40%,"£3,333.33 per litre"
 Glenfarclas 1966,"£2,500",70cl,46%,"£3,571.43 per litre"
 SMWS 18.15 (Inchgower),"£2,500",70cl,67.5%,"£3,571.43 per litre"
 Port Ellen 1983,"£2,500",70cl,53.9%,"£3,571.43 per litre"
 Glenfarclas 1969,"£2,500",70cl,40.7%,"£3,571.43 per litre"
 Ben Nevis 1966,"£2,500",75cl,59%,"£3,333.33 per litre"
 Talisker 1956,"£2,500",75cl,40%,"£3,333.33 per litre"
Tobermory 42 Year Old,"£2,500",70cl,47.7%,"£3,571.43 per litre"
 Talisker 1956,"£2,500",75cl,40%,"£3,333.33 per litre"
 Brora 1977,"£2,500",70cl,48.6%,"£3,571.43 per litre"
 Glengoyne 40 Year Old,"£2,500",70cl,56.8%,"£3,571.43 per litre"
 Glen Grant 50 Year Old,"£2,500",70cl,43%,"£3,571.43 per litre"
 Rosebank 12 Year Old,"£2,500",75cl,43%,"£3,333.33 per litre"
 Clynelish 1972,"£2,500",70cl,46%,"£3,571.43 per litre"
 Port Ellen 1982,"£2,500",70cl,61.6%,"£3,571.43 per litre"
 Springbank 25 Year Old,"£2,500",75cl,46%,"£3,333.33 per litre"
 Bowmore Sherriff's,"£2,500",37.8cl,40%,"£6,613.76 per litre"
 SMWS 61.4 (Brora),"£2,500",70cl,58.3%,"£3,571.43 per litre"
 Talisker 1951,"£2,500",75cl,43%,"£3,333.33 per litre"
 Talisker 1951,"£2,500",75cl,43%,"£3,333.33 per litre"
 Longmorn 1973,"£2,500",75cl,55.1%,"£3,333.33 per litre"
 Ardbeg 1975,"£2,500",70cl,47.3%,"£3,571.43 per litre"
 Glenmorangie 30 Year Old,"£2,500",70cl,44.3%,"£3,571.43 per litre"
 Glenugie 1966,"£2,500",70cl,53.9%,"£3,571.43 per litre"
 Glen Garioch 1975,"£2,500",75cl,46%,"£3,333.33 per litre"
 Dalmore 1985,"£2,500",70cl,51.5%,"£3,571.43 per litre"
 Dalmore 1973,"£2,500",70cl,42%,"£3,571.43 per litre"
 Strathisla 1967,"£2,500",70cl,54.3%,"£3,571.43 per litre"
 Port Ellen 1978,"£2,600",70cl,55%,"£3,714.29 per litre"
Macallan Masters of Photography Magnum Edition 7th,"£2,700",70cl,43.7%,"£3,857.14 per litre"
 Brora 1974,"£2,750",70cl,50%,"£3,928.57 per litre"
 Glen Moray 1959,"£2,750",70cl,50.9%,"£3,928.57 per litre"
 Macallan 10 Year Old,"£2,750",70cl,57%,"£3,928.57 per litre"
 Strathisla 1954,"£2,750",70cl,43%,"£3,928.57 per litre"
 Springbank 1969,"£2,750",70cl,54.7%,"£3,928.57 per litre"
 Bladnoch 1965,"£2,750",75cl,46%,"£3,666.67 per litre"
 Port Ellen 1979,"£2,750",70cl,52.5%,"£3,928.57 per litre"
 Highland Park 1976,"£2,750",70cl,49.1%,"£3,928.57 per litre"
 Lagavulin 12 Year Old,"£2,750",75cl,43%,"£3,666.67 per litre"
 Port Ellen 1978,"£2,750",70cl,56.5%,"£3,928.57 per litre"
 Strathisla 1954,"£2,750",70cl,40%,"£3,928.57 per litre"
 Springbank 1969,"£2,750",70cl,56.7%,"£3,928.57 per litre"
 Port Ellen 1978,"£2,750",70cl,55.2%,"£3,928.57 per litre"
 Talisker 1978,"£2,750",70cl,50%,"£3,928.57 per litre"
 Bowmore 1970,"£2,750",70cl,43.2%,"£3,928.57 per litre"
 Springbank 1965,"£2,750",70cl,43%,"£3,928.57 per litre"
 Littlemill 29 Year Old,"£2,750",75cl,47.3%,"£3,666.67 per litre"
 Dalmore 1974,"£2,750",70cl,57.9%,"£3,928.58 per litre"
 Highland Park 1960,"£2,750",75cl,43%,"£3,666.67 per litre"
 Glen Grant 1951,"£2,800",70cl,40%,"£4,000 per litre"
 Glen Grant 1952,"£2,800",70cl,40%,"£4,000 per litre"
 Glen Grant 1952,"£2,800",75cl,40%,"£3,733.33 per litre"
 Glen Grant 1953,"£2,800",70cl,40%,"£4,000 per litre"
 Glen Grant 1952,"£2,800",70cl,40%,"£4,000 per litre"
 Glenlivet 1940,"£2,800",75cl,40%,"£3,733.33 per litre"
 Glen Grant 1952,"£2,800",70cl,40%,"£4,000 per litre"
 Glen Grant 1952,"£2,800",70cl,40%,"£4,000 per litre"
 Glen Grant 1953,"£2,800",70cl,40%,"£4,000 per litre"
 Glen Grant 1951,"£2,800",70cl,40%,"£4,000 per litre"
Macallan No.6 Decanter,"£2,850",70cl,43%,"£4,071.43 per litre"
 Port Ellen 1979,"£2,875",70cl,51%,"£4,107.14 per litre"
 Talisker 1978,"£2,875",70cl,50.7%,"£4,107.14 per litre"
 Glenlivet 1951,"£2,900",70cl,40%,"£4,142.86 per litre"
 Tomatin 1977,"£2,900",70cl,49%,"£4,142.86 per litre"
 Ardbeg 1973,"£3,000",70cl,50%,"£4,285.71 per litre"
 Ardbeg 1976,"£3,000",70cl,55.5%,"£4,285.71 per litre"
 Brora 1977,"£3,000",70cl,54.9%,"£4,285.71 per litre"
 Glen Garioch 1968,"£3,000",70cl,56.3%,"£4,285.71 per litre"
 Glen Garioch 1968,"£3,000",75cl,55.5%,"£4,000 per litre"
Glen Garioch Bicentenary 37 Year Old,"£3,000",70cl,43%,"£4,285.71 per litre"
 Glendronach 1968,"£3,000",75cl,43%,"£4,000 per litre"
Glendronach 150th Anniversary (1826-1976),"£3,000",75cl,40%,"£4,000 per litre"
 Highland Park 21 Year Old,"£3,000",75cl,43%,"£4,000 per litre"
 Longrow 1974,"£3,000",70cl,54.7%,"£4,285.71 per litre"
 Longrow 1974,"£3,000",75cl,46%,"£4,000 per litre"
 Longrow 1974,"£3,000",70cl,46%,"£4,285.71 per litre"
 Longrow 1974,"£3,000",70cl,46%,"£4,285.71 per litre"
 Longrow 1974,"£3,000",70cl,46%,"£4,285.71 per litre"
Laphroaig 1976,"£3,000",75cl,43%,"£4,000 per litre"
 Laphroaig 1977,"£3,000",75cl,43%,"£4,000 per litre"
 Mortlach 1954,"£3,000",70cl,43%,"£4,285.71 per litre"
 Springbank 1969,"£3,000",70cl,46%,"£4,285.71 per litre"
 Springbank 8 Year Old,"£3,000",75cl,43%,"£4,000 per litre"
 Strathisla 1953,"£3,000",70cl,43%,"£4,285.71 per litre"
 Glen Garioch 1968,"£3,000",70cl,56.4%,"£4,285.71 per litre"
 Glenlivet 1946,"£3,000",75cl,40%,"£4,000 per litre"
 Glen Garioch 1968,"£3,000",70cl,54.4%,"£4,285.71 per litre"
 Macallan 1968,"£3,000",70cl,46.1%,"£4,285.71 per litre"
 Glen Mhor 1966,"£3,000",75cl,46%,"£4,000 per litre"
 Glenlossie 1966,"£3,000",75cl,46%,"£4,000 per litre"
 Highland Park 1956,"£3,000",75cl,43%,"£4,000 per litre"
 Highland Park 1956,"£3,000",75cl,43%,"£4,000 per litre"
 Ardbeg 1973,"£3,000",70cl,50%,"£4,285.71 per litre"
 Glen Garioch 1968,"£3,000",70cl,56.6%,"£4,285.71 per litre"
 Macallan 1968,"£3,000",70cl,47.2%,"£4,285.71 per litre"
Laphroaig 1976,"£3,000",75cl,43%,"£4,000 per litre"
 Glen Garioch 1968,"£3,000",70cl,56.6%,"£4,285.71 per litre"
 Glenfarclas 1984,"£3,000",70cl,47%,"£4,285.71 per litre"
 Dalmore 1963,"£3,000",75cl,45.7%,"£4,000 per litre"
 Glenlivet 1961,"£3,000",75cl,43%,"£4,000 per litre"
 Pride of Strathspey 1940,"£3,000",75cl,40%,"£4,000 per litre"
 Glenfiddich 1975,"£3,000",70cl,48.1%,"£4,285.71 per litre"
 Glen Grant 1965,"£3,000",75cl,55%,"£4,000 per litre"
 Glenlossie 1938,"£3,000",75cl,40%,"£4,000 per litre"
 Glenfarclas 10 Year Old,"£3,000",75cl,43.4%,"£4,000 per litre"
 Kinclaith 1965,"£3,000",70cl,51.4%,"£4,285.71 per litre"
Highland Park 40 Year Old,"£3,000",70cl,47.5%,"£4,285.71 per litre"
 Macallan 36 Year Old,"£3,000",70cl,42.1%,"£4,285.71 per litre"
 SMWS 33.21 (Ardbeg),"£3,000",70cl,63.2%,"£4,285.71 per litre"
 Springbank 1969,"£3,000",70cl,40.9%,"£4,285.71 per litre"
 Highland Park 1959,"£3,000",75cl,43%,"£4,000 per litre"
 Macallan Travel Series,"£3,000",200cl,40%,"£1,500 per litre"
 Strathisla 1948,"£3,000",75cl,40%,"£4,000 per litre"
 Highland Park 1958,"£3,000",75cl,43%,"£4,000 per litre"
 Springbank 1967,"£3,000",70cl,43.4%,"£4,285.71 per litre"
 SMWS 30.25 (Glenrothes),"£3,000",70cl,50.6%,"£4,285.71 per litre"
 Highland Park 1956,"£3,000",75cl,43%,"£4,000 per litre"
Fettercairn 40 Year Old,"£3,100",70cl,48.9%,"£4,428.57 per litre"
 Glen Grant 1950,"£3,200",70cl,40%,"£4,571.43 per litre"
 Glen Grant 1950,"£3,200",70cl,40%,"£4,571.43 per litre"
 Glen Grant 1950,"£3,200",70cl,40%,"£4,571.43 per litre"
 Glenfarclas 1974,"£3,250",70cl,50.5%,"£4,642.85 per litre"
 Glenfarclas 1974,"£3,250",70cl,42.7%,"£4,642.85 per litre"
 Dalmore 1965,"£3,250",70cl,53.1%,"£4,642.86 per litre"
 Glenfarclas 1972,"£3,400",70cl,45.6%,"£4,857.14 per litre"
 Glenlivet 1946,"£3,450",70cl,40%,"£4,928.57 per litre"
 Ardbeg 1973,"£3,500",70cl,48.9%,"£5,000 per litre"
 Bowmore 30 Year Old,"£3,500",70cl,43%,"£5,000 per litre"
 Caol Ila 1966,"£3,500",70cl,40%,"£5,000 per litre"
 Glenfiddich 1974,"£3,500",70cl,48.9%,"£5,000 per litre"
 Glen Garioch 1958,"£3,500",70cl,43%,"£5,000 per litre"
 Longrow 1974,"£3,500",70cl,46%,"£5,000 per litre"
 Mortlach 1949,"£3,500",70cl,40%,"£5,000 per litre"
 Springbank 30 Year Old,"£3,500",70cl,46%,"£5,000 per litre"
 Lagavulin 1985,"£3,500",70cl,56.5%,"£5,000 per litre"
 Glentauchers 12 Year Old,"£3,500",75cl,43%,"£4,666.67 per litre"
 Strathisla 1937,"£3,500",75cl,43%,"£4,666.67 per litre"
 Avonside (Glenlivet) 1938,"£3,500",75cl,43%,"£4,666.67 per litre"
 Inchgower 1967,"£3,500",75cl,46%,"£4,666.67 per litre"
